week_title,week_year,week_month,week_day,rank_text,rank_number,move_positions,move_direction,player_age,ranking_points,tourneys_played,player_url,player_slug,name,country,player_id,profile_picture
2019.07.01,2019,7,1,124,124,16,down,25,448,24,/en/players/jiri-vesely/v708/overview,jiri-vesely,Jiri Vesely,CZE,v708,www.atptour.com/-/media/tennis/players/head-shot/2018/vesely_head_ao18.png
2019.07.01,2019,7,1,125,125,1,up,21,447,18,/en/players/soonwoo-kwon/kf17/overview,soonwoo-kwon,Soonwoo Kwon,KOR,kf17,www.atptour.com/-/media/tennis/players/head-shot/2018/soonwon_kwon_head_ao18.png
2019.07.01,2019,7,1,126,126,1,up,22,446,29,/en/players/pedro-martinez/mo44/overview,pedro-martinez,Pedro Martinez,ESP,mo44,www.atptour.com/-/media/tennis/players/head-shot/2019/martinez_pedro_head_pp19.png
2019.07.01,2019,7,1,127,127,1,up,27,445,16,/en/players/ryan-harrison/h940/overview,ryan-harrison,Ryan Harrison,USA,h940,www.atptour.com/-/media/tennis/players/head-shot/2018/harrison_head_ao18.png
2019.07.01,2019,7,1,128,128,1,up,29,442,25,/en/players/evgeny-donskoy/d864/overview,evgeny-donskoy,Evgeny Donskoy,RUS,d864,www.atptour.com/-/media/tennis/players/head-shot/2019/donskoy_head_ao19.png
2019.07.01,2019,7,1,129,129,1,up,33,441,29,/en/players/lukas-rosol/r685/overview,lukas-rosol,Lukas Rosol,CZE,r685,www.atptour.com/-/media/tennis/players/head-shot/compressed/rosol-headshot_14.png
2019.07.01,2019,7,1,130,130,2,up,25,437,30,/en/players/dominik-koepfer/ke73/overview,dominik-koepfer,Dominik Koepfer,GER,ke73,www.atptour.com/-/media/tennis/players/head-shot/2019/koepfer_head_pp2019.png
2019.07.01,2019,7,1,131,131,2,up,20,432,26,/en/players/alejandro-davidovich-fokina/dh50/overview,alejandro-davidovich-fokina,Alejandro Davidovich Fokina,ESP,dh50,www.atptour.com/-/media/tennis/players/head-shot/2019/davidovich_head_ao19.png
2019.07.01,2019,7,1,132,132,2,up,27,431,29,/en/players/lorenzo-giustino/ga79/overview,lorenzo-giustino,Lorenzo Giustino,ITA,ga79,www.atptour.com/-/media/tennis/players/head-shot/2017/giustino_headao17.png
2019.07.01,2019,7,1,133,133,2,up,25,428,24,/en/players/bjorn-fratangelo/f811/overview,bjorn-fratangelo,Bjorn Fratangelo,USA,f811,www.atptour.com/-/media/tennis/players/head-shot/2017/fratangelo_headao17.png
2019.07.01,2019,7,1,134,134,2,up,22,426,24,/en/players/tommy-paul/pl56/overview,tommy-paul,Tommy Paul,USA,pl56,www.atptour.com/-/media/tennis/players/head-shot/2018/paul_head_ao18.png
2019.07.01,2019,7,1,135,135,3,up,34,420,20,/en/players/marcos-baghdatis/b837/overview,marcos-baghdatis,Marcos Baghdatis,CYP,b837,www.atptour.com/-/media/tennis/players/head-shot/2017/baghdatis_headao17.png
2019.07.01,2019,7,1,136,136,3,up,33,416,31,/en/players/sergiy-stakhovsky/sc77/overview,sergiy-stakhovsky,Sergiy Stakhovsky,UKR,sc77,www.atptour.com/-/media/tennis/players/head-shot/2019/stakhovsky_head_ao19.png
2019.07.01,2019,7,1,137,137,,,37,405,13,/en/players/david-ferrer/f401/overview,david-ferrer,David Ferrer,ESP,f401,www.atptour.com/-/media/tennis/players/head-shot/2018/ferrer_head_ao18.png
2019.07.01,2019,7,1,138,138,2,up,25,404,15,/en/players/ilya-ivashka/i305/overview,ilya-ivashka,Ilya Ivashka,BLR,i305,www.atptour.com/-/media/tennis/players/head-shot/2019/ivashka_head_ao19.png
2019.07.01,2019,7,1,139,139,2,up,31,402,30,/en/players/peter-polansky/pb22/overview,peter-polansky,Peter Polansky,CAN,pb22,www.atptour.com/-/media/tennis/players/head-shot/2018/polansky_paul_head_pp18.png
2019.07.01,2019,7,1,140,140,2,up,23,398,27,/en/players/sebastian-ofner/o513/overview,sebastian-ofner,Sebastian Ofner,AUT,o513,www.atptour.com/-/media/tennis/players/head-shot/lq/active/ofner_sebastian_2017.png
2019.07.01,2019,7,1,141,141,2,up,26,397,20,/en/players/alex-bolt/bi81/overview,alex-bolt,Alex Bolt,AUS,bi81,www.atptour.com/-/media/tennis/players/head-shot/lq/active/bolt-a_headshot_getty14.png
2019.07.01,2019,7,1,142,142,11,down,24,389,27,/en/players/gianluca-mager/ml57/overview,gianluca-mager,Gianluca Mager,ITA,ml57,www.atptour.com/-/media/tennis/players/head-shot/2019/mager_gianluca_headpp19.png
2019.07.01,2019,7,1,143,143,2,up,37,382,14,/en/players/nicolas-mahut/m873/overview,nicolas-mahut,Nicolas Mahut,FRA,m873,www.atptour.com/-/media/tennis/players/head-shot/2019/mahut_head_ao19.png
2019.07.01,2019,7,1,144,144,2,up,25,382,27,/en/players/kimmer-coppejans/cg33/overview,kimmer-coppejans,Kimmer Coppejans,BEL,cg33,www.atptour.com/-/media/tennis/players/head-shot/2016/coppejans_head_16.png
2019.07.01,2019,7,1,145,145,2,up,27,379,26,/en/players/james-duckworth/d994/overview,james-duckworth,James Duckworth,AUS,d994,www.atptour.com/-/media/tennis/players/head-shot/compressed/duckworth-headshot-getty15.png
2019.07.01,2019,7,1,146,146,2,up,33,379,27,/en/players/adrian-menendez-maceiras/mb53/overview,adrian-menendez-maceiras,Adrian Menendez-Maceiras,ESP,mb53,www.atptour.com/-/media/tennis/players/head-shot/lq/active/menendez-maceiras_adrian_2016.png
2019.07.01,2019,7,1,147,147,2,up,18,370,26,/en/players/rudolf-molleker/m0ac/overview,rudolf-molleker,Rudolf Molleker,GER,m0ac,www.atptour.com/-/media/tennis/players/head-shot/2019/molleker_head_ao19.png
2019.07.01,2019,7,1,148,148,2,up,34,370,25,/en/players/dustin-brown/ba65/overview,dustin-brown,Dustin Brown,GER,ba65,www.atptour.com/-/media/tennis/players/head-shot/2019/brown_head_ao19.png
2019.07.01,2019,7,1,149,149,2,up,23,370,26,/en/players/filippo-baldi/bm03/overview,filippo-baldi,Filippo Baldi,ITA,bm03,www.atptour.com/-/media/tennis/players/head-shot/2019/baldi_head_pp2019.png
2019.07.01,2019,7,1,150,150,3,up,25,369,33,/en/players/oscar-otte/o449/overview,oscar-otte,Oscar Otte,GER,o449,www.atptour.com/-/media/tennis/players/head-shot/2018/otte_head_ao18.png
2019.07.01,2019,7,1,151,151,3,up,24,364,28,/en/players/ramkumar-ramanathan/rb56/overview,ramkumar-ramanathan,Ramkumar Ramanathan,IND,rb56,www.atptour.com/-/media/tennis/players/head-shot/2019/ramanathan_head_ao19.png
2019.07.01,2019,7,1,152,152,3,up,21,361,16,/en/players/michael-mmoh/mp01/overview,michael-mmoh,Michael Mmoh,USA,mp01,www.atptour.com/-/media/tennis/players/head-shot/2019/mmoh_head_ao19.png
2019.07.01,2019,7,1,153,153,3,up,23,360,18,/en/players/hyeon-chung/ch27/overview,hyeon-chung,Hyeon Chung,KOR,ch27,www.atptour.com/-/media/tennis/players/head-shot/2019/chung_head_ao19.png
2019.07.01,2019,7,1,154,154,3,up,34,358,14,/en/players/dudi-sela/sc56/overview,dudi-sela,Dudi Sela,ISR,sc56,www.atptour.com/-/media/tennis/players/head-shot/compressed/sela-headshot-getty15.png
2019.07.01,2019,7,1,155,155,3,up,25,356,23,/en/players/marcos-giron/gc88/overview,marcos-giron,Marcos Giron,USA,gc88,www.atptour.com/-/media/tennis/players/head-shot/2019/giron_head_pp2019.png
2019.07.01,2019,7,1,156,156,3,up,31,355,25,/en/players/tatsuma-ito/i230/overview,tatsuma-ito,Tatsuma Ito,JPN,i230,www.atptour.com/-/media/tennis/players/head-shot/2016/ito_head_16.png
2019.07.01,2019,7,1,157,157,3,up,22,354,32,/en/players/quentin-halys/hb64/overview,quentin-halys,Quentin Halys,FRA,hb64,www.atptour.com/-/media/tennis/players/head-shot/2017/halys_headao17.png
2019.07.01,2019,7,1,158,158,3,up,28,353,23,/en/players/norbert-gombos/gb93/overview,norbert-gombos,Norbert Gombos,SVK,gb93,www.atptour.com/-/media/tennis/players/head-shot/2019/gombos_norbert_head_pp2019.png
2019.07.01,2019,7,1,159,159,3,up,34,350,27,/en/players/go-soeda/sc47/overview,go-soeda,Go Soeda,JPN,sc47,www.atptour.com/-/media/tennis/players/head-shot/compressed/soeda-headshot-getty13.png
2019.07.01,2019,7,1,160,160,3,up,29,348,19,/en/players/alessandro-giannessi/g983/overview,alessandro-giannessi,Alessandro Giannessi,ITA,g983,www.atptour.com/-/media/tennis/players/head-shot/2017/giannessi_headao17.png
2019.07.01,2019,7,1,161,161,3,up,29,343,22,/en/players/facundo-bagnis/bf23/overview,facundo-bagnis,Facundo Bagnis,ARG,bf23,www.atptour.com/-/media/tennis/players/head-shot/compressed/bagnis-headshot-getty13.png
2019.07.01,2019,7,1,162,162,3,up,29,343,18,/en/players/marco-trungelliti/ta29/overview,marco-trungelliti,Marco Trungelliti,ARG,ta29,www.atptour.com/-/media/tennis/players/head-shot/2016/trungelliti_head_pp16.png
2019.07.01,2019,7,1,163,163,4,up,28,336,21,/en/players/blaz-rola/ra51/overview,blaz-rola,Blaz Rola,SLO,ra51,www.atptour.com/-/media/tennis/players/head-shot/lq/active/rola-b_headshot_getty14.png
2019.07.01,2019,7,1,164,164,12,down,36,331,28,/en/players/guillermo-garcia-lopez/g476/overview,guillermo-garcia-lopez,Guillermo Garcia-Lopez,ESP,g476,www.atptour.com/-/media/tennis/players/head-shot/2018/garcia_lopez_head_ao18.png
2019.07.01,2019,7,1,165,165,4,up,26,330,13,/en/players/jozef-kovalik/kc04/overview,jozef-kovalik,Jozef Kovalik,SVK,kc04,www.atptour.com/-/media/tennis/players/head-shot/2019/kovalik_head_pp19.png
2019.07.01,2019,7,1,166,166,27,up,33,327,22,/en/players/viktor-troicki/t840/overview,viktor-troicki,Viktor Troicki,SRB,t840,www.atptour.com/-/media/tennis/players/head-shot/2018/troicki_head_ao18.png
2019.07.01,2019,7,1,167,167,3,up,26,327,22,/en/players/egor-gerasimov/gc89/overview,egor-gerasimov,Egor Gerasimov,BLR,gc89,www.atptour.com/-/media/tennis/players/head-shot/lq/active/gerasimov-e_lq15.png
2019.07.01,2019,7,1,168,168,6,up,37,325,22,/en/players/tommy-robredo/r419/overview,tommy-robredo,Tommy Robredo,ESP,r419,www.atptour.com/-/media/tennis/players/head-shot/vibrant/robredo-headshot15.png
2019.07.01,2019,7,1,169,169,3,down,20,316,22,/en/players/jay-clarke/ci14/overview,jay-clarke,Jay Clarke,GBR,ci14,www.atptour.com/-/media/tennis/players/head-shot/2018/clarke_jay_head_pp18.png
2019.07.01,2019,7,1,170,170,2,down,25,316,24,/en/players/joao-domingues/d985/overview,joao-domingues,Joao Domingues,POR,d985,
2019.07.01,2019,7,1,171,171,,,31,311,23,/en/players/ruben-bemelmans/be54/overview,ruben-bemelmans,Ruben Bemelmans,BEL,be54,www.atptour.com/-/media/tennis/players/head-shot/compressed/belemans-headshot-getty12.png
2019.07.01,2019,7,1,172,172,,,25,311,21,/en/players/mikael-torpegaard/tc12/overview,mikael-torpegaard,Mikael Torpegaard,DEN,tc12,www.atptour.com/-/media/tennis/players/head-shot/lq/active/torpegaard_mikael_2016.png
2019.07.01,2019,7,1,173,173,,,26,310,10,/en/players/jack-sock/sm25/overview,jack-sock,Jack Sock,USA,sm25,www.atptour.com/-/media/tennis/players/head-shot/2018/sock_head_ao18.png
2019.07.01,2019,7,1,174,174,1,up,27,305,30,/en/players/federico-gaio/gb53/overview,federico-gaio,Federico Gaio,ITA,gb53,www.atptour.com/-/media/tennis/players/head-shot/2019/gaio_head_ao19.png
2019.07.01,2019,7,1,175,175,1,up,24,303,24,/en/players/maximilian-marterer/mn13/overview,maximilian-marterer,Maximilian Marterer,GER,mn13,www.atptour.com/-/media/tennis/players/head-shot/2019/marterer_head_ao19.png
2019.07.01,2019,7,1,176,176,1,up,27,299,23,/en/players/federico-coria/ce77/overview,federico-coria,Federico Coria,ARG,ce77,
2019.07.01,2019,7,1,177,177,2,up,24,299,27,/en/players/stefano-napolitano/n679/overview,stefano-napolitano,Stefano Napolitano,ITA,n679,www.atptour.com/-/media/tennis/players/head-shot/2019/napolitano_head_ao19.png
2019.07.01,2019,7,1,178,178,2,up,26,298,25,/en/players/facundo-arguello/a941/overview,facundo-arguello,Facundo Arguello,ARG,a941,www.atptour.com/-/media/tennis/players/head-shot/2019/arguello_head_pp19.png
2019.07.01,2019,7,1,179,179,2,up,24,296,23,/en/players/nikola-milojevic/mm66/overview,nikola-milojevic,Nikola Milojevic,SRB,mm66,www.atptour.com/-/media/tennis/players/head-shot/2019/milojevic_nikola_2019.png
2019.07.01,2019,7,1,180,180,2,up,26,292,16,/en/players/yasutaka-uchiyama/u134/overview,yasutaka-uchiyama,Yasutaka Uchiyama,JPN,u134,www.atptour.com/-/media/tennis/players/head-shot/lq/active/uchiyama-y_headshot_getty14.png
2019.07.01,2019,7,1,181,181,3,down,26,287,22,/en/players/filip-horansky/ha28/overview,filip-horansky,Filip Horansky,SVK,ha28,
2019.07.01,2019,7,1,182,182,1,up,23,287,23,/en/players/noah-rubin/rc96/overview,noah-rubin,Noah Rubin,USA,rc96,www.atptour.com/-/media/tennis/players/head-shot/2017/rubin_headao17.png
2019.07.01,2019,7,1,183,183,1,up,25,286,28,/en/players/mitchell-krueger/kc12/overview,mitchell-krueger,Mitchell Krueger,USA,kc12,www.atptour.com/-/media/tennis/players/head-shot/lr2018/krueger_mitchell_2018.png
2019.07.01,2019,7,1,184,184,1,up,27,286,25,/en/players/emilio-gomez/ga36/overview,emilio-gomez,Emilio Gomez,ECU,ga36,www.atptour.com/-/media/tennis/players/gomz-emilio-headshot_lq.png
2019.07.01,2019,7,1,185,185,1,up,36,282,18,/en/players/carlos-berlocq/b884/overview,carlos-berlocq,Carlos Berlocq,ARG,b884,www.atptour.com/-/media/tennis/players/head-shot/compressed/berlocq-headshot_14.png
2019.07.01,2019,7,1,186,186,1,up,33,281,19,/en/players/simone-bolelli/ba98/overview,simone-bolelli,Simone Bolelli,ITA,ba98,www.atptour.com/-/media/tennis/players/head-shot/2019/bolelli_head_ao19.png
2019.07.01,2019,7,1,187,187,1,up,29,279,15,/en/players/vasek-pospisil/pd07/overview,vasek-pospisil,Vasek Pospisil,CAN,pd07,www.atptour.com/-/media/tennis/players/head-shot/2018/pospisil_head_ao18.png
2019.07.01,2019,7,1,188,188,1,up,26,279,15,/en/players/jason-kubler/kb95/overview,jason-kubler,Jason Kubler,AUS,kb95,www.atptour.com/-/media/tennis/players/head-shot/2018/kubler_jason_head_pp18.png
2019.07.01,2019,7,1,189,189,1,up,22,278,31,/en/players/marc-polmans/pg94/overview,marc-polmans,Marc Polmans,AUS,pg94,www.atptour.com/-/media/tennis/players/head-shot/2017/pohlmans_002_ao17_headshot-template.png
2019.07.01,2019,7,1,190,190,2,up,27,271,20,/en/players/darian-king/kc86/overview,darian-king,Darian King,BAR,kc86,www.atptour.com/-/media/tennis/players/head-shot/lq/active/king_d_lq16_headshot.png
2019.07.01,2019,7,1,191,191,4,up,22,270,32,/en/players/maxime-janvier/j620/overview,maxime-janvier,Maxime Janvier,FRA,j620,www.atptour.com/-/media/tennis/players/head-shot/2019/janvier_maxime_head_pp2019.png
2019.07.01,2019,7,1,192,192,4,up,23,268,13,/en/players/thanasi-kokkinakis/kd46/overview,thanasi-kokkinakis,Thanasi Kokkinakis,AUS,kd46,www.atptour.com/-/media/tennis/players/head-shot/2019/kokkinakis_head_ao19.png
2019.07.01,2019,7,1,193,193,4,up,23,267,26,/en/players/christopher-eubanks/e865/overview,christopher-eubanks,Christopher Eubanks,USA,e865,www.atptour.com/-/media/tennis/players/head-shot/2019/eubanks_head_ao19.png
2019.07.01,2019,7,1,194,194,4,up,23,267,18,/en/players/daniel-elahi-galan/ge33/overview,daniel-elahi-galan,Daniel Elahi Galan,COL,ge33,www.atptour.com/-/media/tennis/players/head-shot/2018/galan_daniel-elahi_2018.png
2019.07.01,2019,7,1,195,195,10,up,32,267,26,/en/players/james-ward/w503/overview,james-ward,James Ward,GBR,w503,www.atptour.com/-/media/tennis/players/head-shot/2018/ward_james_head_pp18.png
2019.07.01,2019,7,1,196,196,3,up,28,265,27,/en/players/viktor-galovic/gb61/overview,viktor-galovic,Viktor Galovic,CRO,gb61,www.atptour.com/-/media/tennis/players/head-shot/2017/galovic_head17.png
2019.07.01,2019,7,1,197,197,3,up,29,264,20,/en/players/donald-young/y124/overview,donald-young,Donald Young,USA,y124,www.atptour.com/-/media/tennis/players/head-shot/2016/young_head_16.png
2019.07.01,2019,7,1,198,198,3,up,22,264,19,/en/players/tallon-griekspoor/gj37/overview,tallon-griekspoor,Tallon Griekspoor,NED,gj37,www.atptour.com/-/media/tennis/players/head-shot/2018/griekspoor_tallon_2018.png
2019.07.01,2019,7,1,199,199,3,up,27,264,22,/en/players/constant-lestienne/lb66/overview,constant-lestienne,Constant Lestienne,FRA,lb66,www.atptour.com/-/media/tennis/players/head-shot/2019/lestienne_constant_head_pp19.png
2019.07.01,2019,7,1,200,200,6,down,32,264,24,/en/players/aleksandr-nedovyesov/n503/overview,aleksandr-nedovyesov,Aleksandr Nedovyesov,KAZ,n503,www.atptour.com/-/media/tennis/players/head-shot/lq/active/nedovyesovaheadshotlq.png
2019.07.01,2019,7,1,201,201,10,down,31,263,20,/en/players/daniel-brands/bc72/overview,daniel-brands,Daniel Brands,GER,bc72,www.atptour.com/-/media/tennis/players/head-shot/brands-atpwt-headshot-template.png
2019.07.01,2019,7,1,202,202,2,up,26,256,30,/en/players/alexey-vatutin/v717/overview,alexey-vatutin,Alexey Vatutin,RUS,v717,www.atptour.com/-/media/tennis/players/head-shot/lq/active/vatutin_alexey_16.png
2019.07.01,2019,7,1,203,203,4,up,30,245,15,/en/players/attila-balazs/bd80/overview,attila-balazs,Attila Balazs,HUN,bd80,www.atptour.com/-/media/tennis/players/head-shot/lq/active/balazs-a_headshot_lq12.png
2019.07.01,2019,7,1,204,204,20,up,21,244,23,/en/players/sumit-nagal/n897/overview,sumit-nagal,Sumit Nagal,IND,n897,www.atptour.com/-/media/tennis/players/head-shot/2017/nagal_head17.png
2019.07.01,2019,7,1,205,205,1,up,24,244,25,/en/players/thai-son-kwiatkowski/kd35/overview,thai-son-kwiatkowski,Thai-Son Kwiatkowski,USA,kd35,www.atptour.com/-/media/tennis/players/head-shot/lq/active/kwiatkowski_thai-son_2017.png
2019.07.01,2019,7,1,206,206,2,up,27,242,32,/en/players/mats-moraing/mj71/overview,mats-moraing,Mats Moraing,GER,mj71,www.atptour.com/-/media/tennis/players/head-shot/2018/moraing_2018pp.png
2019.07.01,2019,7,1,207,207,63,down,31,241,23,/en/players/lukas-lacko/l797/overview,lukas-lacko,Lukas Lacko,SVK,l797,www.atptour.com/-/media/tennis/players/head-shot/compressed/lacko_headshot-getty12.png
2019.07.01,2019,7,1,208,208,5,down,27,240,23,/en/players/mirza-basic/be67/overview,mirza-basic,Mirza Basic,BIH,be67,www.atptour.com/-/media/tennis/players/head-shot/2019/basic_head_ao19.png
2019.07.01,2019,7,1,209,209,1,up,17,239,16,/en/players/jannik-sinner/s0ag/overview,jannik-sinner,Jannik Sinner,ITA,s0ag,www.atptour.com/-/media/tennis/players/head-shot/2019/sinner_jannick_head19.png
2019.07.01,2019,7,1,210,210,1,up,28,236,28,/en/players/enrique-lopez-perez/la93/overview,enrique-lopez-perez,Enrique Lopez Perez,ESP,la93,www.atptour.com/-/media/tennis/players/head-shot/lq/active/lopezperez-e_headshot_lq.png
2019.07.01,2019,7,1,211,211,1,up,27,234,26,/en/players/arthur-de-greef/d981/overview,arthur-de-greef,Arthur De Greef,BEL,d981,www.atptour.com/-/media/tennis/players/head-shot/lq/active/degreef-a_headshot_getty13.png
2019.07.01,2019,7,1,212,212,1,up,27,231,10,/en/players/yannick-hanfmann/h997/overview,yannick-hanfmann,Yannick Hanfmann,GER,h997,www.atptour.com/-/media/tennis/players/head-shot/2018/hanfmann_head_ao18.png
2019.07.01,2019,7,1,213,213,94,down,31,230,22,/en/players/mischa-zverev/z168/overview,mischa-zverev,Mischa Zverev,GER,z168,www.atptour.com/-/media/tennis/players/head-shot/2019/zverev_m_head_ao19.png
2019.07.01,2019,7,1,214,214,1,up,24,230,21,/en/players/enzo-couacaud/cg94/overview,enzo-couacaud,Enzo Couacaud,FRA,cg94,www.atptour.com/-/media/tennis/players/head-shot/2019/couacaud_enzo_head_pp2019.png
2019.07.01,2019,7,1,215,215,1,up,29,230,22,/en/players/roberto-marcora/mj01/overview,roberto-marcora,Roberto Marcora,ITA,mj01,www.atptour.com/-/media/tennis/players/head-shot/2019/marcora_roberto_head19.png
2019.07.01,2019,7,1,216,216,1,up,24,228,26,/en/players/evgeny-karlovskiy/kd87/overview,evgeny-karlovskiy,Evgeny Karlovskiy,RUS,kd87,www.atptour.com/-/media/tennis/players/head-shot/2019/karlovskiy_evgeny_head_pp2019.png
2019.07.01,2019,7,1,217,217,1,up,21,227,24,/en/players/duckhee-lee/le01/overview,duckhee-lee,Duckhee Lee,KOR,le01,www.atptour.com/-/media/tennis/players/head-shot/2018/duck_hee_head_ao18.png
2019.07.01,2019,7,1,218,218,1,up,20,226,25,/en/players/elliot-benchetrit/bt68/overview,elliot-benchetrit,Elliot Benchetrit,FRA,bt68,www.atptour.com/-/media/tennis/players/head-shot/lr2018/benchetrit_elliot_2018.png
2019.07.01,2019,7,1,219,219,10,down,31,226,25,/en/players/andrea-arnaboldi/a622/overview,andrea-arnaboldi,Andrea Arnaboldi,ITA,a622,www.atptour.com/-/media/tennis/players/head-shot/lq/active/arnaboldi-a_headshot_lq14.png
2019.07.01,2019,7,1,220,220,,,25,224,23,/en/players/andrew-harris/hb29/overview,andrew-harris,Andrew Harris,AUS,hb29,
2019.07.01,2019,7,1,221,221,9,up,35,221,15,/en/players/steve-darcis/d632/overview,steve-darcis,Steve Darcis,BEL,d632,www.atptour.com/-/media/tennis/players/head-shot/2019/darcis_head_ao19.png
2019.07.01,2019,7,1,222,222,1,down,28,219,23,/en/players/ze-zhang/z272/overview,ze-zhang,Ze Zhang,CHN,z272,www.atptour.com/-/media/tennis/players/head-shot/2018/zhang_ze_head_pp18.png
2019.07.01,2019,7,1,223,223,1,down,23,217,31,/en/players/lucas-miedler/mo55/overview,lucas-miedler,Lucas Miedler,AUT,mo55,www.atptour.com/-/media/tennis/players/head-shot/2018/miedler_head_18.png
2019.07.01,2019,7,1,224,224,1,up,30,214,20,/en/players/john-patrick-smith/sj55/overview,john-patrick-smith,John-Patrick Smith,AUS,sj55,www.atptour.com/-/media/tennis/players/head-shot/2016/smith_jp_head_16.png
2019.07.01,2019,7,1,225,225,2,up,34,211,15,/en/players/luca-vanni/v495/overview,luca-vanni,Luca Vanni,ITA,v495,www.atptour.com/-/media/tennis/players/head-shot/2018/vanni_luca_head_pp18.png
2019.07.01,2019,7,1,226,226,2,up,28,211,21,/en/players/steven-diez/d916/overview,steven-diez,Steven Diez,CAN,d916,www.atptour.com/-/media/tennis/players/head-shot/lq/active/diez-steven-16.png
2019.07.01,2019,7,1,227,227,13,down,32,210,10,/en/players/andy-murray/mc10/overview,andy-murray,Andy Murray,GBR,mc10,www.atptour.com/-/media/tennis/players/head-shot/2019/murray_head_castore_pp19.png
2019.07.01,2019,7,1,228,228,3,up,24,207,31,/en/players/pedro-cachin/cg04/overview,pedro-cachin,Pedro Cachin,ARG,cg04,www.atptour.com/-/media/tennis/players/head-shot/2018/cachin_headshot_18.png
2019.07.01,2019,7,1,229,229,4,up,31,205,18,/en/players/tim-smyczek/sf62/overview,tim-smyczek,Tim Smyczek,USA,sf62,www.atptour.com/-/media/tennis/players/head-shot/2016/smyczek_head_16.png
2019.07.01,2019,7,1,230,230,4,up,32,204,29,/en/players/zhe-li/l733/overview,zhe-li,Zhe Li,CHN,l733,www.atptour.com/-/media/tennis/players/head-shot/2017/li_z_head17.png
2019.07.01,2019,7,1,231,231,5,up,28,203,31,/en/players/mohamed-safwat/sk47/overview,mohamed-safwat,Mohamed Safwat,EGY,sk47,www.atptour.com/-/media/tennis/players/head-shot/2018/safwat_head_pp18.png
2019.07.01,2019,7,1,232,232,6,down,27,202,26,/en/players/roberto-quiroz/q941/overview,roberto-quiroz,Roberto Quiroz,ECU,q941,www.atptour.com/-/media/tennis/players/head-shot/2018/quiroz_roberto_getty18.png
2019.07.01,2019,7,1,233,233,10,down,35,201,17,/en/players/rogerio-dutra-silva/sc73/overview,rogerio-dutra-silva,Rogerio Dutra Silva,BRA,sc73,www.atptour.com/-/media/tennis/players/head-shot/2017/silva-headshot-template.png
2019.07.01,2019,7,1,234,234,4,up,22,200,22,/en/players/akira-santillan/sq80/overview,akira-santillan,Akira Santillan,AUS,sq80,www.atptour.com/-/media/tennis/players/head-shot/2018/santillan_head_ao18.png
2019.07.01,2019,7,1,235,235,,,22,200,30,/en/players/bernabe-zapata-miralles/z419/overview,bernabe-zapata-miralles,Bernabe Zapata Miralles,ESP,z419,www.atptour.com/-/media/tennis/players/head-shot/lq/active/zapata_bernabe_2017.png
2019.07.01,2019,7,1,236,236,1,up,25,195,16,/en/players/mathias-bourgue/bk19/overview,mathias-bourgue,Mathias Bourgue,FRA,bk19,www.atptour.com/-/media/tennis/players/head-shot/lq/active/bourgue-m_headshot_lq15.png
2019.07.01,2019,7,1,237,237,2,up,24,195,32,/en/players/kaichi-uchida/u120/overview,kaichi-uchida,Kaichi Uchida,JPN,u120,www.atptour.com/-/media/tennis/players/head-shot/2019/uchida_kaichi_head19.png
2019.07.01,2019,7,1,238,238,2,up,19,194,24,/en/players/nicola-kuhn/ki74/overview,nicola-kuhn,Nicola Kuhn,ESP,ki74,www.atptour.com/-/media/tennis/players/head-shot/2019/kuhn_head_ao19.png
2019.07.01,2019,7,1,239,239,2,up,30,193,16,/en/players/sergio-gutierrez-ferrol/g935/overview,sergio-gutierrez-ferrol,Sergio Gutierrez-Ferrol,ESP,g935,
2019.07.01,2019,7,1,240,240,3,up,31,190,16,/en/players/santiago-giraldo/g725/overview,santiago-giraldo,Santiago Giraldo,COL,g725,www.atptour.com/-/media/tennis/players/head-shot/2017/giraldo_headao17.png
2019.07.01,2019,7,1,241,241,3,up,21,187,28,/en/players/yunseong-chung/ch90/overview,yunseong-chung,Yunseong Chung,KOR,ch90,www.atptour.com/-/media/tennis/players/head-shot/2017/chung_y_head17.png
2019.07.01,2019,7,1,242,242,3,up,22,187,32,/en/players/zdenek-kolar/kh56/overview,zdenek-kolar,Zdenek Kolar,CZE,kh56,www.atptour.com/-/media/tennis/players/head-shot/2017/kolar_headao17.png
2019.07.01,2019,7,1,243,243,3,up,21,186,13,/en/players/yosuke-watanuki/wb08/overview,yosuke-watanuki,Yosuke Watanuki,JPN,wb08,www.atptour.com/-/media/tennis/players/head-shot/2017/watanuki_head17.png
2019.07.01,2019,7,1,244,244,3,up,33,186,28,/en/players/daniel-gimeno-traver/g676/overview,daniel-gimeno-traver,Daniel Gimeno-Traver,ESP,g676,www.atptour.com/-/media/tennis/players/head-shot/2016/gimenot_head_16.png
2019.07.01,2019,7,1,245,245,3,up,31,185,19,/en/players/jurgen-zopp/z254/overview,jurgen-zopp,Jurgen Zopp,EST,z254,www.atptour.com/-/media/tennis/players/head-shot/2018/zopp_head-pp18.png
2019.07.01,2019,7,1,246,246,3,up,31,184,21,/en/players/saketh-myneni/me64/overview,saketh-myneni,Saketh Myneni,IND,me64,www.atptour.com/-/media/tennis/players/head-shot/lq/active/myneni-s_headhsot_getty14.png
2019.07.01,2019,7,1,247,247,18,down,24,182,26,/en/players/pedja-krstin/kd70/overview,pedja-krstin,Pedja Krstin,SRB,kd70,www.atptour.com/-/media/tennis/players/head-shot/2019/krstin_head_pp19.png
