week_title,week_year,week_month,week_day,rank_text,rank_number,move_positions,move_direction,player_age,ranking_points,tourneys_played,player_url,player_slug,name,country,player_id,profile_picture
2019.07.01,2019,7,1,16,16,,,27,1960,27,/en/players/nikoloz-basilashvili/bg23/overview,nikoloz-basilashvili,Nikoloz Basilashvili,GEO,bg23,www.atptour.com/-/media/tennis/players/head-shot/2019/basilashvili_head_ao19.png
2019.07.01,2019,7,1,17,17,,,28,1945,20,/en/players/milos-raonic/r975/overview,milos-raonic,Milos Raonic,CAN,r975,www.atptour.com/-/media/tennis/players/head-shot/2019/raonic_head_ao19.png
2019.07.01,2019,7,1,18,18,,,30,1940,19,/en/players/marin-cilic/c977/overview,marin-cilic,Marin Cilic,CRO,c977,www.atptour.com/-/media/tennis/players/head-shot/2019/cilic_head_ao19.png
2019.07.01,2019,7,1,19,19,,,34,1715,21,/en/players/stan-wawrinka/w367/overview,stan-wawrinka,Stan Wawrinka,SUI,w367,www.atptour.com/-/media/tennis/players/head-shot/2019/wawrinka_head_ao19.png
2019.07.01,2019,7,1,20,20,,,23,1665,27,/en/players/matteo-berrettini/bk40/overview,matteo-berrettini,Matteo Berrettini,ITA,bk40,www.atptour.com/-/media/tennis/players/head-shot/2019/berrettini_head_ao19.png
2019.07.01,2019,7,1,21,21,,,18,1654,28,/en/players/felix-auger-aliassime/ag37/overview,felix-auger-aliassime,Felix Auger-Aliassime,CAN,ag37,www.atptour.com/-/media/tennis/players/head-shot/2019/auger-aliassime_head_ao19.png
2019.07.01,2019,7,1,22,22,,,31,1600,23,/en/players/roberto-bautista-agut/bd06/overview,roberto-bautista-agut,Roberto Bautista Agut,ESP,bd06,www.atptour.com/-/media/tennis/players/head-shot/2019/bautista-agut_head_ao19.png
2019.07.01,2019,7,1,23,23,,,28,1510,25,/en/players/david-goffin/gb88/overview,david-goffin,David Goffin,BEL,gb88,www.atptour.com/-/media/tennis/players/head-shot/2019/goffin_head_ao19.png
2019.07.01,2019,7,1,24,24,,,26,1485,26,/en/players/diego-schwartzman/sm37/overview,diego-schwartzman,Diego Schwartzman,ARG,sm37,www.atptour.com/-/media/tennis/players/head-shot/2019/schwartzman_head_ao19.png
2019.07.01,2019,7,1,25,25,,,34,1445,28,/en/players/gilles-simon/sd32/overview,gilles-simon,Gilles Simon,FRA,sd32,www.atptour.com/-/media/tennis/players/head-shot/2019/simon_head_ao19.png
2019.07.01,2019,7,1,26,26,,,29,1430,26,/en/players/guido-pella/pc11/overview,guido-pella,Guido Pella,ARG,pc11,www.atptour.com/-/media/tennis/players/head-shot/2018/pella_head_ao18.png
2019.07.01,2019,7,1,27,27,,,20,1390,27,/en/players/denis-shapovalov/su55/overview,denis-shapovalov,Denis Shapovalov,CAN,su55,www.atptour.com/-/media/tennis/players/head-shot/2019/shapovalov_head_ao19.png
2019.07.01,2019,7,1,28,28,,,25,1340,22,/en/players/lucas-pouille/pf39/overview,lucas-pouille,Lucas Pouille,FRA,pf39,www.atptour.com/-/media/tennis/players/head-shot/2019/pouille_head_ao19.png
2019.07.01,2019,7,1,29,29,,,20,1330,23,/en/players/alex-de-minaur/dh58/overview,alex-de-minaur,Alex de Minaur,AUS,dh58,www.atptour.com/-/media/tennis/players/head-shot/2019/deminaur_head_rome19.png
2019.07.01,2019,7,1,30,30,1,up,24,1325,24,/en/players/kyle-edmund/e831/overview,kyle-edmund,Kyle Edmund,GBR,e831,www.atptour.com/-/media/tennis/players/head-shot/2019/edmund_head_ao19.png
2019.07.01,2019,7,1,31,31,11,up,21,1320,28,/en/players/taylor-fritz/fb98/overview,taylor-fritz,Taylor Fritz,USA,fb98,www.atptour.com/-/media/tennis/players/head-shot/2019/fritz_head_ao19.png
2019.07.01,2019,7,1,32,32,,,30,1278,34,/en/players/benoit-paire/pd31/overview,benoit-paire,Benoit Paire,FRA,pd31,www.atptour.com/-/media/tennis/players/head-shot/2018/paire_head_ao18.png
2019.07.01,2019,7,1,33,33,1,up,29,1265,25,/en/players/jan-lennard-struff/sl28/overview,jan-lennard-struff,Jan-Lennard Struff,GER,sl28,www.atptour.com/-/media/tennis/players/head-shot/2018/struff_head_ao18.png
2019.07.01,2019,7,1,34,34,1,up,23,1259,22,/en/players/cristian-garin/gd64/overview,cristian-garin,Cristian Garin,CHI,gd64,www.atptour.com/-/media/tennis/players/head-shot/2019/garin_head_ao19.png
2019.07.01,2019,7,1,35,35,5,down,24,1255,25,/en/players/laslo-djere/db63/overview,laslo-djere,Laslo Djere,SRB,db63,www.atptour.com/-/media/tennis/players/head-shot/2019/djere_head_ao19.png
2019.07.01,2019,7,1,36,36,3,down,29,1251,25,/en/players/dusan-lajovic/l987/overview,dusan-lajovic,Dusan Lajovic,SRB,l987,www.atptour.com/-/media/tennis/players/head-shot/2018/lajovic_head_ao18.png
2019.07.01,2019,7,1,37,37,1,down,35,1235,27,/en/players/fernando-verdasco/v306/overview,fernando-verdasco,Fernando Verdasco,ESP,v306,www.atptour.com/-/media/tennis/players/head-shot/2018/verdasco_head_ao18.png
2019.07.01,2019,7,1,38,38,1,up,21,1160,25,/en/players/frances-tiafoe/td51/overview,frances-tiafoe,Frances Tiafoe,USA,td51,www.atptour.com/-/media/tennis/players/head-shot/2019/tiafoe_head_ao19.png
2019.07.01,2019,7,1,39,39,1,down,28,1143,28,/en/players/pierre-hugues-herbert/h996/overview,pierre-hugues-herbert,Pierre-Hugues Herbert,FRA,h996,www.atptour.com/-/media/tennis/players/head-shot/2019/herbert_head_ao19.png
2019.07.01,2019,7,1,40,40,1,up,29,1126,30,/en/players/radu-albot/a829/overview,radu-albot,Radu Albot,MDA,a829,www.atptour.com/-/media/tennis/players/head-shot/2018/albot_radu_head_pp18.png
2019.07.01,2019,7,1,41,41,1,down,26,1085,28,/en/players/marco-cecchinato/cf01/overview,marco-cecchinato,Marco Cecchinato,ITA,cf01,www.atptour.com/-/media/tennis/players/head-shot/2019/cecchinato_head_lowao19.png
2019.07.01,2019,7,1,42,42,5,down,31,1066,31,/en/players/adrian-mannarino/me82/overview,adrian-mannarino,Adrian Mannarino,FRA,me82,www.atptour.com/-/media/tennis/players/head-shot/2019/mannarino_head_ao19.png
2019.07.01,2019,7,1,43,43,,,24,1045,22,/en/players/nick-kyrgios/ke17/overview,nick-kyrgios,Nick Kyrgios,AUS,ke17,www.atptour.com/-/media/tennis/players/head-shot/2019/kyrgios_head_ao19.png
2019.07.01,2019,7,1,44,44,1,up,25,1037,28,/en/players/jordan-thompson/tc61/overview,jordan-thompson,Jordan Thompson,AUS,tc61,www.atptour.com/-/media/tennis/players/head-shot/2019/thompson_head_ao19.png
2019.07.01,2019,7,1,45,45,1,down,33,1003,25,/en/players/pablo-cuevas/c882/overview,pablo-cuevas,Pablo Cuevas,URU,c882,www.atptour.com/-/media/tennis/players/head-shot/2018/cuevas_head_ao18.png
2019.07.01,2019,7,1,46,46,29,up,24,970,30,/en/players/lorenzo-sonego/su87/overview,lorenzo-sonego,Lorenzo Sonego,ITA,su87,www.atptour.com/-/media/tennis/players/head-shot/2018/sonego_head_ao18.png
2019.07.01,2019,7,1,47,47,1,down,33,965,18,/en/players/richard-gasquet/g628/overview,richard-gasquet,Richard Gasquet,FRA,g628,www.atptour.com/-/media/tennis/players/head-shot/2018/gasquet_head_ao18.png
2019.07.01,2019,7,1,48,48,4,up,22,959,27,/en/players/hubert-hurkacz/hb71/overview,hubert-hurkacz,Hubert Hurkacz,POL,hb71,www.atptour.com/-/media/tennis/players/head-shot/2019/hubert_head_ao19.png
2019.07.01,2019,7,1,49,49,1,down,28,952,19,/en/players/grigor-dimitrov/d875/overview,grigor-dimitrov,Grigor Dimitrov,BUL,d875,www.atptour.com/-/media/tennis/players/head-shot/2019/dimitrov_head_ao19.png
2019.07.01,2019,7,1,50,50,9,up,27,950,20,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,Pablo Carreno Busta,ESP,cd85,www.atptour.com/-/media/tennis/players/head-shot/2019/carreno_busta_head_ao19.png
2019.07.01,2019,7,1,51,51,1,down,27,930,29,/en/players/marton-fucsovics/f724/overview,marton-fucsovics,Marton Fucsovics,HUN,f724,www.atptour.com/-/media/tennis/players/head-shot/2019/fucsovics_head_ao19.png
2019.07.01,2019,7,1,52,52,1,down,27,928,21,/en/players/filip-krajinovic/kb05/overview,filip-krajinovic,Filip Krajinovic,SRB,kb05,www.atptour.com/-/media/tennis/players/head-shot/2019/krajinovic_head_ao19.png
2019.07.01,2019,7,1,53,53,2,up,23,920,26,/en/players/nicolas-jarry/j551/overview,nicolas-jarry,Nicolas Jarry,CHI,j551,www.atptour.com/-/media/tennis/players/head-shot/2019/jarry_head_ao19.png
2019.07.01,2019,7,1,54,54,1,down,37,917,19,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,Feliciano Lopez,ESP,l397,www.atptour.com/-/media/tennis/players/head-shot/2019/lopez_f_head_ao19.png
2019.07.01,2019,7,1,55,55,6,down,23,915,24,/en/players/cameron-norrie/n771/overview,cameron-norrie,Cameron Norrie,GBR,n771,www.atptour.com/-/media/tennis/players/head-shot/2019/norrie_head_ao19.png
2019.07.01,2019,7,1,56,56,2,down,29,903,22,/en/players/martin-klizan/k966/overview,martin-klizan,Martin Klizan,SVK,k966,www.atptour.com/-/media/tennis/players/head-shot/2017/kilzan_headao17.png
2019.07.01,2019,7,1,57,57,,,35,885,25,/en/players/philipp-kohlschreiber/k435/overview,philipp-kohlschreiber,Philipp Kohlschreiber,GER,k435,www.atptour.com/-/media/tennis/players/head-shot/2019/kohlschreiber_head_ao19.png
2019.07.01,2019,7,1,58,58,11,down,31,885,25,/en/players/mikhail-kukushkin/k926/overview,mikhail-kukushkin,Mikhail Kukushkin,KAZ,k926,www.atptour.com/-/media/tennis/players/head-shot/2019/kukushkin_head_ao19.png
2019.07.01,2019,7,1,59,59,3,down,32,875,23,/en/players/leonardo-mayer/md56/overview,leonardo-mayer,Leonardo Mayer,ARG,md56,www.atptour.com/-/media/tennis/players/head-shot/2016/mayer_head_16.png
2019.07.01,2019,7,1,60,60,2,up,25,870,26,/en/players/juan-ignacio-londero/lb84/overview,juan-ignacio-londero,Juan Ignacio Londero,ARG,lb84,www.atptour.com/-/media/tennis/players/head-shot/2019/londero_head_pp19.png
2019.07.01,2019,7,1,61,61,4,up,29,860,23,/en/players/daniel-evans/e687/overview,daniel-evans,Daniel Evans,GBR,e687,www.atptour.com/-/media/tennis/players/head-shot/2019/evans_head_ao19.png
2019.07.01,2019,7,1,62,62,2,down,20,857,24,/en/players/casper-ruud/rh16/overview,casper-ruud,Casper Ruud,NOR,rh16,www.atptour.com/-/media/tennis/players/head-shot/2019/ruud_head_ao19.png
2019.07.01,2019,7,1,63,63,2,down,21,855,23,/en/players/reilly-opelka/o522/overview,reilly-opelka,Reilly Opelka,USA,o522,www.atptour.com/-/media/tennis/players/head-shot/2019/opelka_head_ao19.png
2019.07.01,2019,7,1,64,64,6,down,30,850,27,/en/players/john-millman/mh30/overview,john-millman,John Millman,AUS,mh30,www.atptour.com/-/media/tennis/players/head-shot/2019/millman_head_ao19.png
2019.07.01,2019,7,1,65,65,14,up,31,830,19,/en/players/sam-querrey/q927/overview,sam-querrey,Sam Querrey,USA,q927,www.atptour.com/-/media/tennis/players/head-shot/2019/querrey_head_ao19.png
2019.07.01,2019,7,1,66,66,2,down,21,822,34,/en/players/ugo-humbert/hh26/overview,ugo-humbert,Ugo Humbert,FRA,hh26,www.atptour.com/-/media/tennis/players/head-shot/2019/humbert_head_ao19.png
2019.07.01,2019,7,1,67,67,15,up,19,817,24,/en/players/miomir-kecmanovic/ki95/overview,miomir-kecmanovic,Miomir Kecmanovic,SRB,ki95,www.atptour.com/-/media/tennis/players/head-shot/2019/kecmanovic_head_ao19.png
2019.07.01,2019,7,1,68,68,1,down,23,776,23,/en/players/yoshihito-nishioka/n732/overview,yoshihito-nishioka,Yoshihito Nishioka,JPN,n732,www.atptour.com/-/media/tennis/players/head-shot/2019/nishioka_head_ao19.png
2019.07.01,2019,7,1,69,69,3,down,30,770,30,/en/players/joao-sousa/sh90/overview,joao-sousa,Joao Sousa,POR,sh90,www.atptour.com/-/media/tennis/players/head-shot/2019/sousa_head_ao19.png
2019.07.01,2019,7,1,70,70,2,down,24,761,23,/en/players/mackenzie-mcdonald/mk66/overview,mackenzie-mcdonald,Mackenzie McDonald,USA,mk66,www.atptour.com/-/media/tennis/players/head-shot/2019/mcdonald_head_ao19.png
2019.07.01,2019,7,1,71,71,2,down,29,750,26,/en/players/steve-johnson/j386/overview,steve-johnson,Steve Johnson,USA,j386,www.atptour.com/-/media/tennis/players/head-shot/2019/johnson_head_ao19.png
2019.07.01,2019,7,1,72,72,2,down,34,750,24,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,Jo-Wilfried Tsonga,FRA,t786,www.atptour.com/-/media/tennis/players/head-shot/2019/tsonga_head_ao19.png
2019.07.01,2019,7,1,73,73,2,down,35,745,28,/en/players/andreas-seppi/sa93/overview,andreas-seppi,Andreas Seppi,ITA,sa93,www.atptour.com/-/media/tennis/players/head-shot/2016/seppi_head_16.png
2019.07.01,2019,7,1,74,74,2,down,26,742,31,/en/players/roberto-carballes-baena/cf59/overview,roberto-carballes-baena,Roberto Carballes Baena,ESP,cf59,www.atptour.com/-/media/tennis/players/head-shot/2019/carballes_baena_head_ao19.png
2019.07.01,2019,7,1,75,75,1,up,28,731,24,/en/players/federico-delbonis/d874/overview,federico-delbonis,Federico Delbonis,ARG,d874,www.atptour.com/-/media/tennis/players/head-shot/2018/delbonis_head_ao18.png
2019.07.01,2019,7,1,76,76,3,down,32,716,27,/en/players/robin-haase/h756/overview,robin-haase,Robin Haase,NED,h756,www.atptour.com/-/media/tennis/players/head-shot/2019/haase_head_ao19.png
2019.07.01,2019,7,1,77,77,3,down,29,714,22,/en/players/ricardas-berankis/be90/overview,ricardas-berankis,Ricardas Berankis,LTU,be90,www.atptour.com/-/media/tennis/players/head-shot/2016/berankis_head_16.png
2019.07.01,2019,7,1,78,78,1,down,33,702,22,/en/players/pablo-andujar/a596/overview,pablo-andujar,Pablo Andujar,ESP,a596,www.atptour.com/-/media/tennis/players/head-shot/2019/andujar_head_ao19.png
2019.07.01,2019,7,1,79,79,1,down,21,696,25,/en/players/andrey-rublev/re44/overview,andrey-rublev,Andrey Rublev,RUS,re44,www.atptour.com/-/media/tennis/players/head-shot/2019/rublev_head_ao19.png
2019.07.01,2019,7,1,80,80,,,40,679,23,/en/players/ivo-karlovic/k336/overview,ivo-karlovic,Ivo Karlovic,CRO,k336,www.atptour.com/-/media/tennis/players/head-shot/2019/karlovic_head_ao19.png
2019.07.01,2019,7,1,81,81,,,32,675,28,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,Jeremy Chardy,FRA,ca12,www.atptour.com/-/media/tennis/players/head-shot/2019/chardy_head_ao19.png
2019.07.01,2019,7,1,82,82,1,up,22,673,30,/en/players/alexander-bublik/bk92/overview,alexander-bublik,Alexander Bublik,KAZ,bk92,www.atptour.com/-/media/tennis/players/head-shot/2019/bublik_head_ao19.png
2019.07.01,2019,7,1,83,83,10,up,26,666,27,/en/players/hugo-dellien/da31/overview,hugo-dellien,Hugo Dellien,BOL,da31,www.atptour.com/-/media/tennis/players/head-shot/2018/dellien_headshot_pp18.png
2019.07.01,2019,7,1,84,84,1,up,20,660,26,/en/players/corentin-moutet/mw02/overview,corentin-moutet,Corentin Moutet,FRA,mw02,www.atptour.com/-/media/tennis/players/head-shot/2018/moutet_head_ao18.png
2019.07.01,2019,7,1,85,85,1,up,29,660,20,/en/players/aljaz-bedene/bh09/overview,aljaz-bedene,Aljaz Bedene,SLO,bh09,www.atptour.com/-/media/tennis/players/head-shot/2019/bedene_head_ao19.png
2019.07.01,2019,7,1,86,86,1,up,22,652,29,/en/players/lloyd-harris/hg86/overview,lloyd-harris,Lloyd Harris,RSA,hg86,www.atptour.com/-/media/tennis/players/head-shot/2019/harris_head_ao19.png
2019.07.01,2019,7,1,87,87,2,up,28,648,22,/en/players/bradley-klahn/ka98/overview,bradley-klahn,Bradley Klahn,USA,ka98,www.atptour.com/-/media/tennis/players/head-shot/2019/klahn_head_ao19.png
2019.07.01,2019,7,1,88,88,4,down,28,647,22,/en/players/marius-copil/ca99/overview,marius-copil,Marius Copil,ROU,ca99,www.atptour.com/-/media/tennis/players/head-shot/2019/copil_head_ao19.png
2019.07.01,2019,7,1,89,89,13,up,30,639,23,/en/players/thomas-fabbiano/f586/overview,thomas-fabbiano,Thomas Fabbiano,ITA,f586,www.atptour.com/-/media/tennis/players/head-shot/lq/active/fabbiano-t_headshot_lq.png
2019.07.01,2019,7,1,90,90,2,down,22,630,27,/en/players/jaume-munar/mu94/overview,jaume-munar,Jaume Munar,ESP,mu94,www.atptour.com/-/media/tennis/players/head-shot/2019/munar_head_ao19.png
2019.07.01,2019,7,1,91,91,28,down,27,628,26,/en/players/damir-dzumhur/d923/overview,damir-dzumhur,Damir Dzumhur,BIH,d923,www.atptour.com/-/media/tennis/players/head-shot/2019/dzumheur_head_ao19.png
2019.07.01,2019,7,1,92,92,2,down,30,617,18,/en/players/ernests-gulbis/g858/overview,ernests-gulbis,Ernests Gulbis,LAT,g858,www.atptour.com/-/media/tennis/players/head-shot/vibrant/gulbis-headshot15.png
2019.07.01,2019,7,1,93,93,1,up,29,611,21,/en/players/prajnesh-gunneswaran/ga94/overview,prajnesh-gunneswaran,Prajnesh Gunneswaran,IND,ga94,www.atptour.com/-/media/tennis/players/head-shot/2019/gunneswaran_head_ao19.png
2019.07.01,2019,7,1,94,94,2,down,27,611,25,/en/players/tennys-sandgren/sl08/overview,tennys-sandgren,Tennys Sandgren,USA,sl08,www.atptour.com/-/media/tennis/players/head-shot/2019/sandgren_head_ao19.png
2019.07.01,2019,7,1,95,95,4,down,31,606,25,/en/players/matthew-ebden/e690/overview,matthew-ebden,Matthew Ebden,AUS,e690,www.atptour.com/-/media/tennis/players/head-shot/2019/ebden_full_ao19.png
2019.07.01,2019,7,1,96,96,5,up,26,593,21,/en/players/bernard-tomic/ta46/overview,bernard-tomic,Bernard Tomic,AUS,ta46,www.atptour.com/-/media/tennis/players/head-shot/2016/tomic_head_16.png
2019.07.01,2019,7,1,97,97,2,down,27,586,26,/en/players/henri-laaksonen/l949/overview,henri-laaksonen,Henri Laaksonen,SUI,l949,www.atptour.com/-/media/tennis/players/head-shot/2019/laaksonen_head_fo19.png
2019.07.01,2019,7,1,98,98,2,down,29,567,27,/en/players/yannick-maden/mh16/overview,yannick-maden,Yannick Maden,GER,mh16,www.atptour.com/-/media/tennis/players/head-shot/2018/maden_yannick_head18.png
2019.07.01,2019,7,1,99,99,2,down,31,560,32,/en/players/albert-ramos-vinolas/r772/overview,albert-ramos-vinolas,Albert Ramos-Vinolas,ESP,r772,www.atptour.com/-/media/tennis/players/head-shot/2019/ramos_vinolas_head_ao19.png
2019.07.01,2019,7,1,100,100,2,down,35,557,28,/en/players/malek-jaziri/j267/overview,malek-jaziri,Malek Jaziri,TUN,j267,www.atptour.com/-/media/tennis/players/head-shot/2018/jaziri_head_ao18.png
2019.07.01,2019,7,1,101,101,2,down,19,553,24,/en/players/alexei-popyrin/p09z/overview,alexei-popyrin,Alexei Popyrin,AUS,p09z,www.atptour.com/-/media/tennis/players/head-shot/2019/popyrin_head_ao19.png
2019.07.01,2019,7,1,102,102,2,down,27,549,28,/en/players/stefano-travaglia/ta12/overview,stefano-travaglia,Stefano Travaglia,ITA,ta12,www.atptour.com/-/media/tennis/players/head-shot/2019/travaglia_head_ao19.png
2019.07.01,2019,7,1,103,103,,,23,539,25,/en/players/antoine-hoang/ha71/overview,antoine-hoang,Antoine Hoang,FRA,ha71,www.atptour.com/-/media/tennis/players/head-shot/2019/hoang_head_ao19.png
2019.07.01,2019,7,1,104,104,,,25,536,21,/en/players/dennis-novak/db59/overview,dennis-novak,Dennis Novak,AUT,db59,www.atptour.com/-/media/tennis/players/head-shot/2018/novak_head_ao18.png
2019.07.01,2019,7,1,105,105,,,33,536,26,/en/players/marcel-granollers/g710/overview,marcel-granollers,Marcel Granollers,ESP,g710,www.atptour.com/-/media/tennis/players/head-shot/2017/granollers_headao17.png
2019.07.01,2019,7,1,106,106,1,up,37,531,34,/en/players/paolo-lorenzi/l503/overview,paolo-lorenzi,Paolo Lorenzi,ITA,l503,www.atptour.com/-/media/tennis/players/head-shot/2017/lorenzi_headao17.png
2019.07.01,2019,7,1,107,107,1,down,31,528,29,/en/players/pedro-sousa/s483/overview,pedro-sousa,Pedro Sousa,POR,s483,www.atptour.com/-/media/tennis/players/head-shot/2019/sousa_p_head_ao19.png
2019.07.01,2019,7,1,108,108,3,up,23,523,26,/en/players/kamil-majchrzak/mq75/overview,kamil-majchrzak,Kamil Majchrzak,POL,mq75,www.atptour.com/-/media/tennis/players/head-shot/2019/majchrzak_kamil_head_pp19.png
2019.07.01,2019,7,1,109,109,1,up,26,522,28,/en/players/taro-daniel/da81/overview,taro-daniel,Taro Daniel,JPN,da81,www.atptour.com/-/media/tennis/players/head-shot/2019/daniel_head_ao19.png
2019.07.01,2019,7,1,110,110,2,up,33,520,12,/en/players/tomas-berdych/ba47/overview,tomas-berdych,Tomas Berdych,CZE,ba47,www.atptour.com/-/media/tennis/players/head-shot/2019/berdych_head_ao19.png
2019.07.01,2019,7,1,111,111,2,up,26,520,28,/en/players/denis-kudla/kb09/overview,denis-kudla,Denis Kudla,USA,kb09,www.atptour.com/-/media/tennis/players/head-shot/2016/kulda_head_16.png
2019.07.01,2019,7,1,112,112,2,up,23,520,27,/en/players/brayden-schnur/sp24/overview,brayden-schnur,Brayden Schnur,CAN,sp24,www.atptour.com/-/media/tennis/players/head-shot/2019/schnur_head_pp19.png
2019.07.01,2019,7,1,113,113,2,up,25,515,31,/en/players/thiago-monteiro/mj08/overview,thiago-monteiro,Thiago Monteiro,BRA,mj08,www.atptour.com/-/media/tennis/players/head-shot/2019/monteiro_head_ao19.png
2019.07.01,2019,7,1,114,114,2,up,27,512,29,/en/players/guido-andreozzi/a887/overview,guido-andreozzi,Guido Andreozzi,ARG,a887,www.atptour.com/-/media/tennis/players/head-shot/2016/andreozzi_head_pp16.png
2019.07.01,2019,7,1,115,115,6,down,32,505,25,/en/players/denis-istomin/i165/overview,denis-istomin,Denis Istomin,UZB,i165,www.atptour.com/-/media/tennis/players/head-shot/2019/istomin_head_ao19.png
2019.07.01,2019,7,1,116,116,1,up,25,488,26,/en/players/gregoire-barrere/bk24/overview,gregoire-barrere,Gregoire Barrere,FRA,bk24,www.atptour.com/-/media/tennis/players/head-shot/lq/active/barrere_gregoire_2015.png
2019.07.01,2019,7,1,117,117,1,up,30,485,27,/en/players/jason-jung/j380/overview,jason-jung,Jason Jung,TPE,j380,www.atptour.com/-/media/tennis/players/head-shot/2019/jung_head_ao19.png
2019.07.01,2019,7,1,118,118,2,up,23,466,26,/en/players/elias-ymer/y218/overview,elias-ymer,Elias Ymer,SWE,y218,www.atptour.com/-/media/tennis/players/gladiator/2018/ymer_full_ao18.png
2019.07.01,2019,7,1,119,119,2,up,32,466,22,/en/players/matthias-bachinger/bc65/overview,matthias-bachinger,Matthias Bachinger,GER,bc65,www.atptour.com/-/media/tennis/players/head-shot/lq/active/bachinger-m_headshot_getty14.png
2019.07.01,2019,7,1,120,120,2,up,29,466,24,/en/players/andrej-martin/mf35/overview,andrej-martin,Andrej Martin,SVK,mf35,www.atptour.com/-/media/tennis/players/head-shot/lq/active/martin-a_headshot_lq15.png
2019.07.01,2019,7,1,121,121,2,up,29,465,27,/en/players/peter-gojowczyk/g967/overview,peter-gojowczyk,Peter Gojowczyk,GER,g967,www.atptour.com/-/media/tennis/players/head-shot/2019/gojowczyk_head_ao19.png
2019.07.01,2019,7,1,122,122,2,up,20,460,18,/en/players/mikael-ymer/y268/overview,mikael-ymer,Mikael Ymer,SWE,y268,www.atptour.com/-/media/tennis/players/head-shot/2016/ymer-m_head_pp16.png
2019.07.01,2019,7,1,123,123,2,up,26,458,27,/en/players/salvatore-caruso/ce25/overview,salvatore-caruso,Salvatore Caruso,ITA,ce25,www.atptour.com/-/media/tennis/players/head-shot/2018/caruso_head_ao18.png
