week_title,week_year,week_month,week_day,rank_text,rank_number,move_positions,move_direction,player_age,ranking_points,tourneys_played,player_url,player_slug,name,country,player_id
2019.06.17,2019,6,17,55,55,5,up,23,900,26,/en/players/nicolas-jarry/j551/overview,nicolas-jarry,Nicolas Jarry,CHI,j551
2019.06.17,2019,6,17,56,56,1,down,29,895,21,/en/players/martin-klizan/k966/overview,martin-klizan,Martin Klizan,SVK,k966
2019.06.17,2019,6,17,57,57,1,down,30,875,27,/en/players/john-millman/mh30/overview,john-millman,John Millman,AUS,mh30
2019.06.17,2019,6,17,58,58,1,down,27,860,19,/en/players/pablo-carreno-busta/cd85/overview,pablo-carreno-busta,Pablo Carreno Busta,ESP,cd85
2019.06.17,2019,6,17,59,59,1,down,25,859,26,/en/players/juan-ignacio-londero/lb84/overview,juan-ignacio-londero,Juan Ignacio Londero,ARG,lb84
2019.06.17,2019,6,17,60,60,1,down,20,858,25,/en/players/casper-ruud/rh16/overview,casper-ruud,Casper Ruud,NOR,rh16
2019.06.17,2019,6,17,61,61,,,21,855,22,/en/players/reilly-opelka/o522/overview,reilly-opelka,Reilly Opelka,USA,o522
2019.06.17,2019,6,17,62,62,1,up,27,833,27,/en/players/damir-dzumhur/d923/overview,damir-dzumhur,Damir Dzumhur,BIH,d923
2019.06.17,2019,6,17,63,63,7,up,29,818,22,/en/players/daniel-evans/e687/overview,daniel-evans,Daniel Evans,GBR,e687
2019.06.17,2019,6,17,64,64,,,20,817,32,/en/players/ugo-humbert/hh26/overview,ugo-humbert,Ugo Humbert,FRA,hh26
2019.06.17,2019,6,17,65,65,16,down,32,810,27,/en/players/jeremy-chardy/ca12/overview,jeremy-chardy,Jeremy Chardy,FRA,ca12
2019.06.17,2019,6,17,66,66,1,up,32,781,28,/en/players/robin-haase/h756/overview,robin-haase,Robin Haase,NED,h756
2019.06.17,2019,6,17,67,67,1,up,23,776,23,/en/players/yoshihito-nishioka/n732/overview,yoshihito-nishioka,Yoshihito Nishioka,JPN,n732
2019.06.17,2019,6,17,68,68,1,up,31,770,19,/en/players/sam-querrey/q927/overview,sam-querrey,Sam Querrey,USA,q927
2019.06.17,2019,6,17,69,69,3,up,35,770,28,/en/players/andreas-seppi/sa93/overview,andreas-seppi,Andreas Seppi,ITA,sa93
2019.06.17,2019,6,17,70,70,5,down,24,761,24,/en/players/mackenzie-mcdonald/mk66/overview,mackenzie-mcdonald,Mackenzie McDonald,USA,mk66
2019.06.17,2019,6,17,71,71,,,30,750,30,/en/players/joao-sousa/sh90/overview,joao-sousa,Joao Sousa,POR,sh90
2019.06.17,2019,6,17,72,72,1,up,26,742,31,/en/players/roberto-carballes-baena/cf59/overview,roberto-carballes-baena,Roberto Carballes Baena,ESP,cf59
2019.06.17,2019,6,17,73,73,2,up,28,734,23,/en/players/ricardas-berankis/be90/overview,ricardas-berankis,Ricardas Berankis,LTU,be90
2019.06.17,2019,6,17,74,74,2,up,24,732,29,/en/players/lorenzo-sonego/su87/overview,lorenzo-sonego,Lorenzo Sonego,ITA,su87
2019.06.17,2019,6,17,75,75,2,up,28,731,24,/en/players/federico-delbonis/d874/overview,federico-delbonis,Federico Delbonis,ARG,d874
2019.06.17,2019,6,17,76,76,2,up,29,725,26,/en/players/steve-johnson/j386/overview,steve-johnson,Steve Johnson,USA,j386
2019.06.17,2019,6,17,77,77,2,up,34,725,23,/en/players/jo-wilfried-tsonga/t786/overview,jo-wilfried-tsonga,Jo-Wilfried Tsonga,FRA,t786
2019.06.17,2019,6,17,78,78,4,up,33,702,22,/en/players/pablo-andujar/a596/overview,pablo-andujar,Pablo Andujar,ESP,a596
2019.06.17,2019,6,17,79,79,5,up,26,700,27,/en/players/denis-kudla/kb09/overview,denis-kudla,Denis Kudla,USA,kb09
2019.06.17,2019,6,17,80,80,14,down,31,696,24,/en/players/matthew-ebden/e690/overview,matthew-ebden,Matthew Ebden,AUS,e690
2019.06.17,2019,6,17,81,81,,,21,696,24,/en/players/andrey-rublev/re44/overview,andrey-rublev,Andrey Rublev,RUS,re44
2019.06.17,2019,6,17,82,82,1,up,19,671,22,/en/players/miomir-kecmanovic/ki95/overview,miomir-kecmanovic,Miomir Kecmanovic,SRB,ki95
2019.06.17,2019,6,17,83,83,3,up,40,669,22,/en/players/ivo-karlovic/k336/overview,ivo-karlovic,Ivo Karlovic,CRO,k336
2019.06.17,2019,6,17,84,84,4,down,28,667,23,/en/players/marius-copil/ca99/overview,marius-copil,Marius Copil,ROU,ca99
2019.06.17,2019,6,17,85,85,,,21,662,29,/en/players/alexander-bublik/bk92/overview,alexander-bublik,Alexander Bublik,KAZ,bk92
2019.06.17,2019,6,17,86,86,16,up,20,660,25,/en/players/corentin-moutet/mw02/overview,corentin-moutet,Corentin Moutet,FRA,mw02
2019.06.17,2019,6,17,87,87,,,22,652,29,/en/players/lloyd-harris/hg86/overview,lloyd-harris,Lloyd Harris,RSA,hg86
2019.06.17,2019,6,17,88,88,14,down,22,630,25,/en/players/jaume-munar/mu94/overview,jaume-munar,Jaume Munar,ESP,mu94
2019.06.17,2019,6,17,89,89,,,28,628,22,/en/players/bradley-klahn/ka98/overview,bradley-klahn,Bradley Klahn,USA,ka98
2019.06.17,2019,6,17,90,90,,,30,617,17,/en/players/ernests-gulbis/g858/overview,ernests-gulbis,Ernests Gulbis,LAT,g858
2019.06.17,2019,6,17,91,91,1,up,27,599,24,/en/players/tennys-sandgren/sl08/overview,tennys-sandgren,Tennys Sandgren,USA,sl08
2019.06.17,2019,6,17,92,92,1,up,29,595,20,/en/players/aljaz-bedene/bh09/overview,aljaz-bedene,Aljaz Bedene,SLO,bh09
2019.06.17,2019,6,17,93,93,1,up,27,593,26,/en/players/henri-laaksonen/l949/overview,henri-laaksonen,Henri Laaksonen,SUI,l949
2019.06.17,2019,6,17,94,94,1,up,26,593,26,/en/players/hugo-dellien/da31/overview,hugo-dellien,Hugo Dellien,BOL,da31
2019.06.17,2019,6,17,95,95,4,down,29,591,20,/en/players/prajnesh-gunneswaran/ga94/overview,prajnesh-gunneswaran,Prajnesh Gunneswaran,IND,ga94
2019.06.17,2019,6,17,96,96,1,up,37,572,34,/en/players/paolo-lorenzi/l503/overview,paolo-lorenzi,Paolo Lorenzi,ITA,l503
2019.06.17,2019,6,17,97,97,2,up,29,570,27,/en/players/yannick-maden/mh16/overview,yannick-maden,Yannick Maden,GER,mh16
2019.06.17,2019,6,17,98,98,3,up,31,560,32,/en/players/albert-ramos-vinolas/r772/overview,albert-ramos-vinolas,Albert Ramos-Vinolas,ESP,r772
2019.06.17,2019,6,17,99,99,5,up,30,557,23,/en/players/thomas-fabbiano/f586/overview,thomas-fabbiano,Thomas Fabbiano,ITA,f586
2019.06.17,2019,6,17,100,100,2,down,35,557,29,/en/players/malek-jaziri/j267/overview,malek-jaziri,Malek Jaziri,TUN,j267
2019.06.17,2019,6,17,101,101,2,up,19,553,25,/en/players/alexei-popyrin/p09z/overview,alexei-popyrin,Alexei Popyrin,AUS,p09z
2019.06.17,2019,6,17,102,102,14,down,26,548,20,/en/players/bernard-tomic/ta46/overview,bernard-tomic,Bernard Tomic,AUS,ta46
2019.06.17,2019,6,17,103,103,9,up,27,543,28,/en/players/stefano-travaglia/ta12/overview,stefano-travaglia,Stefano Travaglia,ITA,ta12
2019.06.17,2019,6,17,104,104,5,up,25,536,31,/en/players/thiago-monteiro/mj08/overview,thiago-monteiro,Thiago Monteiro,BRA,mj08
2019.06.17,2019,6,17,105,105,9,down,32,535,26,/en/players/denis-istomin/i165/overview,denis-istomin,Denis Istomin,UZB,i165
2019.06.17,2019,6,17,106,106,1,up,25,528,24,/en/players/jiri-vesely/v708/overview,jiri-vesely,Jiri Vesely,CZE,v708
2019.06.17,2019,6,17,107,107,3,up,26,524,27,/en/players/taro-daniel/da81/overview,taro-daniel,Taro Daniel,JPN,da81
2019.06.17,2019,6,17,108,108,8,down,33,520,13,/en/players/tomas-berdych/ba47/overview,tomas-berdych,Tomas Berdych,CZE,ba47
2019.06.17,2019,6,17,109,109,3,down,23,520,27,/en/players/brayden-schnur/sp24/overview,brayden-schnur,Brayden Schnur,CAN,sp24
2019.06.17,2019,6,17,110,110,5,down,33,518,25,/en/players/marcel-granollers/g710/overview,marcel-granollers,Marcel Granollers,ESP,g710
2019.06.17,2019,6,17,111,111,7,up,23,515,24,/en/players/antoine-hoang/ha71/overview,antoine-hoang,Antoine Hoang,FRA,ha71
2019.06.17,2019,6,17,112,112,1,down,27,512,29,/en/players/guido-andreozzi/a887/overview,guido-andreozzi,Guido Andreozzi,ARG,a887
2019.06.17,2019,6,17,113,113,5,down,37,507,19,/en/players/feliciano-lopez/l397/overview,feliciano-lopez,Feliciano Lopez,ESP,l397
2019.06.17,2019,6,17,114,114,1,up,23,486,26,/en/players/kamil-majchrzak/mq75/overview,kamil-majchrzak,Kamil Majchrzak,POL,mq75
2019.06.17,2019,6,17,115,115,1,up,25,484,25,/en/players/gregoire-barrere/bk24/overview,gregoire-barrere,Gregoire Barrere,FRA,bk24
2019.06.17,2019,6,17,116,116,1,up,30,482,27,/en/players/jason-jung/j380/overview,jason-jung,Jason Jung,TPE,j380
2019.06.17,2019,6,17,117,117,4,down,25,478,21,/en/players/dennis-novak/db59/overview,dennis-novak,Dennis Novak,AUT,db59
2019.06.17,2019,6,17,118,118,1,up,32,476,22,/en/players/matthias-bachinger/bc65/overview,matthias-bachinger,Matthias Bachinger,GER,bc65
2019.06.17,2019,6,17,119,119,5,down,31,470,23,/en/players/mischa-zverev/z168/overview,mischa-zverev,Mischa Zverev,GER,z168
2019.06.17,2019,6,17,120,120,20,up,23,466,26,/en/players/elias-ymer/y218/overview,elias-ymer,Elias Ymer,SWE,y218
2019.06.17,2019,6,17,121,121,1,down,29,465,25,/en/players/peter-gojowczyk/g967/overview,peter-gojowczyk,Peter Gojowczyk,GER,g967
2019.06.17,2019,6,17,122,122,2,up,31,463,29,/en/players/pedro-sousa/s483/overview,pedro-sousa,Pedro Sousa,POR,s483
2019.06.17,2019,6,17,123,123,2,down,33,461,31,/en/players/sergiy-stakhovsky/sc77/overview,sergiy-stakhovsky,Sergiy Stakhovsky,UKR,sc77
2019.06.17,2019,6,17,124,124,2,down,26,458,26,/en/players/salvatore-caruso/ce25/overview,salvatore-caruso,Salvatore Caruso,ITA,ce25
2019.06.17,2019,6,17,125,125,2,down,20,453,18,/en/players/mikael-ymer/y268/overview,mikael-ymer,Mikael Ymer,SWE,y268
2019.06.17,2019,6,17,126,126,28,up,29,449,23,/en/players/andrej-martin/mf35/overview,andrej-martin,Andrej Martin,SVK,mf35
2019.06.17,2019,6,17,127,127,1,down,22,446,30,/en/players/pedro-martinez/mo44/overview,pedro-martinez,Pedro Martinez,ESP,mo44
2019.06.17,2019,6,17,128,128,1,down,27,445,18,/en/players/ryan-harrison/h940/overview,ryan-harrison,Ryan Harrison,USA,h940
2019.06.17,2019,6,17,129,129,1,down,24,444,28,/en/players/gianluca-mager/ml57/overview,gianluca-mager,Gianluca Mager,ITA,ml57
2019.06.17,2019,6,17,130,130,18,up,29,442,25,/en/players/evgeny-donskoy/d864/overview,evgeny-donskoy,Evgeny Donskoy,RUS,d864
2019.06.17,2019,6,17,131,131,2,up,21,437,17,/en/players/soonwoo-kwon/kf17/overview,soonwoo-kwon,Soonwoo Kwon,KOR,kf17
2019.06.17,2019,6,17,132,132,,,25,427,33,/en/players/oscar-otte/o449/overview,oscar-otte,Oscar Otte,GER,o449
2019.06.17,2019,6,17,133,133,4,down,20,427,25,/en/players/alejandro-davidovich-fokina/dh50/overview,alejandro-davidovich-fokina,Alejandro Davidovich Fokina,ESP,dh50
2019.06.17,2019,6,17,134,134,,,37,425,14,/en/players/david-ferrer/f401/overview,david-ferrer,David Ferrer,ESP,f401
2019.06.17,2019,6,17,135,135,1,up,25,423,23,/en/players/bjorn-fratangelo/f811/overview,bjorn-fratangelo,Bjorn Fratangelo,USA,f811
2019.06.17,2019,6,17,136,136,6,down,29,423,23,/en/players/facundo-bagnis/bf23/overview,facundo-bagnis,Facundo Bagnis,ARG,bf23
2019.06.17,2019,6,17,137,137,4,up,33,423,29,/en/players/lukas-rosol/r685/overview,lukas-rosol,Lukas Rosol,CZE,r685
2019.06.17,2019,6,17,138,138,,,22,422,24,/en/players/tommy-paul/pl56/overview,tommy-paul,Tommy Paul,USA,pl56
2019.06.17,2019,6,17,139,139,2,down,33,420,21,/en/players/marcos-baghdatis/b837/overview,marcos-baghdatis,Marcos Baghdatis,CYP,b837
2019.06.17,2019,6,17,140,140,9,down,31,414,31,/en/players/peter-polansky/pb22/overview,peter-polansky,Peter Polansky,CAN,pb22
2019.06.17,2019,6,17,141,141,3,up,27,409,30,/en/players/lorenzo-giustino/ga79/overview,lorenzo-giustino,Lorenzo Giustino,ITA,ga79
2019.06.17,2019,6,17,142,142,3,up,23,407,27,/en/players/sebastian-ofner/o513/overview,sebastian-ofner,Sebastian Ofner,AUT,o513
2019.06.17,2019,6,17,143,143,4,down,31,406,24,/en/players/lukas-lacko/l797/overview,lukas-lacko,Lukas Lacko,SVK,l797
2019.06.17,2019,6,17,144,144,19,down,25,404,16,/en/players/ilya-ivashka/i305/overview,ilya-ivashka,Ilya Ivashka,BLR,i305
2019.06.17,2019,6,17,145,145,3,down,26,403,12,/en/players/jozef-kovalik/kc04/overview,jozef-kovalik,Jozef Kovalik,SVK,kc04
2019.06.17,2019,6,17,146,146,3,down,21,401,17,/en/players/michael-mmoh/mp01/overview,michael-mmoh,Michael Mmoh,USA,mp01
2019.06.17,2019,6,17,147,147,12,down,26,392,19,/en/players/alex-bolt/bi81/overview,alex-bolt,Alex Bolt,AUS,bi81
2019.06.17,2019,6,17,148,148,2,down,23,386,24,/en/players/nikola-milojevic/mm66/overview,nikola-milojevic,Nikola Milojevic,SRB,mm66
2019.06.17,2019,6,17,149,149,2,up,23,379,27,/en/players/filippo-baldi/bm03/overview,filippo-baldi,Filippo Baldi,ITA,bm03
2019.06.17,2019,6,17,150,150,,,33,379,27,/en/players/adrian-menendez-maceiras/mb53/overview,adrian-menendez-maceiras,Adrian Menendez-Maceiras,ESP,mb53
2019.06.17,2019,6,17,151,151,4,up,27,374,25,/en/players/james-duckworth/d994/overview,james-duckworth,James Duckworth,AUS,d994
2019.06.17,2019,6,17,152,152,3,down,18,370,26,/en/players/rudolf-molleker/m0ac/overview,rudolf-molleker,Rudolf Molleker,GER,m0ac
2019.06.17,2019,6,17,153,153,17,up,34,370,25,/en/players/dustin-brown/ba65/overview,dustin-brown,Dustin Brown,GER,ba65
2019.06.17,2019,6,17,154,154,1,down,36,369,28,/en/players/guillermo-garcia-lopez/g476/overview,guillermo-garcia-lopez,Guillermo Garcia-Lopez,ESP,g476
2019.06.17,2019,6,17,155,155,8,down,24,364,29,/en/players/ramkumar-ramanathan/rb56/overview,ramkumar-ramanathan,Ramkumar Ramanathan,IND,rb56
2019.06.17,2019,6,17,156,156,1,up,23,360,18,/en/players/hyeon-chung/ch27/overview,hyeon-chung,Hyeon Chung,KOR,ch27
2019.06.17,2019,6,17,157,157,1,down,26,360,22,/en/players/egor-gerasimov/gc89/overview,egor-gerasimov,Egor Gerasimov,BLR,gc89
2019.06.17,2019,6,17,158,158,6,up,34,358,14,/en/players/dudi-sela/sc56/overview,dudi-sela,Dudi Sela,ISR,sc56
2019.06.17,2019,6,17,159,159,1,down,31,357,25,/en/players/tatsuma-ito/i230/overview,tatsuma-ito,Tatsuma Ito,JPN,i230
2019.06.17,2019,6,17,160,160,1,down,22,354,32,/en/players/quentin-halys/hb64/overview,quentin-halys,Quentin Halys,FRA,hb64
2019.06.17,2019,6,17,161,161,1,down,25,351,24,/en/players/marcos-giron/gc88/overview,marcos-giron,Marcos Giron,USA,gc88
2019.06.17,2019,6,17,162,162,10,down,29,348,18,/en/players/alessandro-giannessi/g983/overview,alessandro-giannessi,Alessandro Giannessi,ITA,g983
2019.06.17,2019,6,17,163,163,2,down,29,343,18,/en/players/marco-trungelliti/ta29/overview,marco-trungelliti,Marco Trungelliti,ARG,ta29
2019.06.17,2019,6,17,164,164,2,down,20,342,22,/en/players/jay-clarke/ci14/overview,jay-clarke,Jay Clarke,GBR,ci14
2019.06.17,2019,6,17,165,165,1,up,25,339,26,/en/players/kimmer-coppejans/cg33/overview,kimmer-coppejans,Kimmer Coppejans,BEL,cg33
2019.06.17,2019,6,17,166,166,3,down,25,331,26,/en/players/joao-domingues/d985/overview,joao-domingues,Joao Domingues,POR,d985
2019.06.17,2019,6,17,167,167,7,up,25,319,29,/en/players/dominik-koepfer/ke73/overview,dominik-koepfer,Dominik Koepfer,GER,ke73
2019.06.17,2019,6,17,168,168,,,26,314,15,/en/players/jason-kubler/kb95/overview,jason-kubler,Jason Kubler,AUS,kb95
2019.06.17,2019,6,17,169,169,22,up,34,312,26,/en/players/go-soeda/sc47/overview,go-soeda,Go Soeda,JPN,sc47
2019.06.17,2019,6,17,170,170,44,up,25,311,21,/en/players/mikael-torpegaard/tc12/overview,mikael-torpegaard,Mikael Torpegaard,DEN,tc12
2019.06.17,2019,6,17,171,171,,,26,310,11,/en/players/jack-sock/sm25/overview,jack-sock,Jack Sock,USA,sm25
2019.06.17,2019,6,17,172,172,,,26,307,23,/en/players/filip-horansky/ha28/overview,filip-horansky,Filip Horansky,SVK,ha28
2019.06.17,2019,6,17,173,173,8,down,24,303,25,/en/players/maximilian-marterer/mn13/overview,maximilian-marterer,Maximilian Marterer,GER,mn13
2019.06.17,2019,6,17,174,174,5,down,28,303,21,/en/players/blaz-rola/ra51/overview,blaz-rola,Blaz Rola,SLO,ra51
2019.06.17,2019,6,17,175,175,10,up,31,301,22,/en/players/ruben-bemelmans/be54/overview,ruben-bemelmans,Ruben Bemelmans,BEL,be54
2019.06.17,2019,6,17,176,176,3,down,23,301,24,/en/players/noah-rubin/rc96/overview,noah-rubin,Noah Rubin,USA,rc96
2019.06.17,2019,6,17,177,177,1,up,24,294,26,/en/players/stefano-napolitano/n679/overview,stefano-napolitano,Stefano Napolitano,ITA,n679
2019.06.17,2019,6,17,178,178,6,up,26,292,16,/en/players/yasutaka-uchiyama/u134/overview,yasutaka-uchiyama,Yasutaka Uchiyama,JPN,u134
2019.06.17,2019,6,17,179,179,22,up,27,292,22,/en/players/federico-coria/ce77/overview,federico-coria,Federico Coria,ARG,ce77
2019.06.17,2019,6,17,180,180,5,down,27,291,21,/en/players/darian-king/kc86/overview,darian-king,Darian King,BAR,kc86
2019.06.17,2019,6,17,181,181,14,down,28,291,29,/en/players/enrique-lopez-perez/la93/overview,enrique-lopez-perez,Enrique Lopez Perez,ESP,la93
2019.06.17,2019,6,17,182,182,5,down,36,289,19,/en/players/carlos-berlocq/b884/overview,carlos-berlocq,Carlos Berlocq,ARG,b884
2019.06.17,2019,6,17,183,183,4,down,27,289,27,/en/players/arthur-de-greef/d981/overview,arthur-de-greef,Arthur De Greef,BEL,d981
2019.06.17,2019,6,17,184,184,4,up,27,286,25,/en/players/emilio-gomez/ga36/overview,emilio-gomez,Emilio Gomez,ECU,ga36
2019.06.17,2019,6,17,185,185,5,down,33,281,19,/en/players/simone-bolelli/ba98/overview,simone-bolelli,Simone Bolelli,ITA,ba98
2019.06.17,2019,6,17,186,186,10,down,25,281,27,/en/players/mitchell-krueger/kc12/overview,mitchell-krueger,Mitchell Krueger,USA,kc12
2019.06.17,2019,6,17,187,187,5,down,28,279,15,/en/players/vasek-pospisil/pd07/overview,vasek-pospisil,Vasek Pospisil,CAN,pd07
2019.06.17,2019,6,17,188,188,5,down,23,278,14,/en/players/thanasi-kokkinakis/kd46/overview,thanasi-kokkinakis,Thanasi Kokkinakis,AUS,kd46
